,date,tweet_count,daily_sent,charliebilello,huobiglobal,binance,vitalikbuterin,coinmarketcap,eth_classic,grayscale,investingcom,scottmelker,justinsuntron
2017-12-06,2017-12-06,1,0.6808,0,0,0,0,0,1,0,0,0,0
2017-12-05,2017-12-05,2,0.3182,0,0,0,0,0,0,0,0,0,0
2017-12-04,2017-12-04,5,-0.07895999999999999,0,0,0,0,0,0,0,0,0,0
2017-12-03,2017-12-03,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-12-01,2017-12-01,2,0.5947,0,0,0,0,0,0,0,0,0,0
2017-11-30,2017-11-30,5,0.2874,0,0,0,0,0,0,0,0,0,0
2017-11-29,2017-11-29,1,0.3182,0,0,0,0,0,0,0,0,0,0
2017-11-28,2017-11-28,2,0.19979999999999998,0,0,0,0,0,0,0,0,0,0
2017-11-27,2017-11-27,2,0.019899999999999973,0,0,0,0,0,0,0,0,0,0
2017-11-25,2017-11-25,3,0.4197,0,0,0,0,0,0,0,0,0,0
2017-11-24,2017-11-24,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-23,2017-11-23,3,-0.15073333333333336,0,0,0,0,0,0,0,0,0,0
2017-11-22,2017-11-22,2,0.1366,0,0,0,0,0,0,0,0,0,0
2017-11-21,2017-11-21,2,-0.42405,0,0,0,0,0,0,0,0,0,0
2017-11-20,2017-11-20,2,0.1806,0,0,0,0,0,0,0,0,0,0
2017-11-17,2017-11-17,2,0.20095,0,0,0,0,0,1,0,0,0,0
2017-11-15,2017-11-15,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-14,2017-11-14,4,0.5170250000000001,0,0,0,0,0,1,0,0,0,1
2017-11-09,2017-11-09,3,-0.10636666666666666,0,0,0,0,0,0,0,0,0,0
2017-11-08,2017-11-08,5,0.24825999999999998,0,0,0,0,0,1,0,0,0,0
2017-11-07,2017-11-07,3,0.5072,0,0,0,0,0,0,0,0,0,0
2017-11-06,2017-11-06,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-11-02,2017-11-02,3,0.2154,0,0,0,0,0,1,0,0,0,0
2017-10-30,2017-10-30,1,0.0,0,0,0,0,0,1,0,0,0,0
2017-10-28,2017-10-28,2,-0.5363,0,0,0,0,0,0,0,0,0,0
2017-10-25,2017-10-25,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-24,2017-10-24,1,0.0,0,0,0,0,0,1,0,0,0,0
2017-10-16,2017-10-16,1,0.296,0,0,0,0,0,0,0,0,0,0
2017-10-15,2017-10-15,1,-0.34,0,0,0,0,0,0,0,0,0,0
2017-10-14,2017-10-14,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-10-13,2017-10-13,2,-0.5468,0,0,0,0,0,0,0,0,0,0
2017-10-12,2017-10-12,2,0.3878,0,0,0,0,0,0,0,0,0,0
2017-10-11,2017-10-11,1,0.0516,0,0,0,0,0,0,0,0,0,0
2017-10-08,2017-10-08,2,0.3589,0,0,0,0,0,0,0,0,0,0
2017-10-07,2017-10-07,1,0.686,0,0,0,0,0,0,0,0,0,0
2017-10-05,2017-10-05,2,-0.1027,0,0,0,0,0,0,0,0,0,0
2017-10-03,2017-10-03,1,0.0063,0,0,0,0,0,0,0,0,0,0
2017-10-02,2017-10-02,1,-0.2924,0,0,0,0,0,0,0,0,0,0
2017-09-29,2017-09-29,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-28,2017-09-28,1,-0.1531,0,0,0,0,0,0,0,0,0,0
2017-09-27,2017-09-27,2,0.47685,0,0,0,0,0,0,0,0,0,0
2017-09-26,2017-09-26,3,0.17020000000000002,0,0,0,0,0,0,0,0,0,0
2017-09-24,2017-09-24,1,0.4404,0,0,0,0,0,0,0,0,0,0
2017-09-23,2017-09-23,2,0.07565,0,0,0,1,0,0,0,0,0,0
2017-09-22,2017-09-22,1,0.128,0,0,0,0,0,0,0,0,0,0
2017-09-21,2017-09-21,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-20,2017-09-20,2,0.0,0,0,0,0,0,1,0,0,0,0
2017-09-19,2017-09-19,6,0.3432,0,0,0,0,0,0,0,0,0,0
2017-09-18,2017-09-18,2,0.42115,0,0,0,0,0,0,0,0,0,0
2017-09-16,2017-09-16,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-15,2017-09-15,5,-0.12794,0,0,0,1,0,0,0,0,0,0
2017-09-14,2017-09-14,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-13,2017-09-13,1,0.4404,0,0,0,0,0,0,0,0,0,0
2017-09-12,2017-09-12,2,-0.3548,0,0,0,0,0,0,0,0,0,0
2017-09-10,2017-09-10,2,0.07994999999999997,0,0,0,0,0,0,0,0,0,0
2017-09-09,2017-09-09,3,-0.381,0,0,0,0,0,0,0,0,0,0
2017-09-08,2017-09-08,3,0.27973333333333333,0,0,0,0,0,0,0,0,0,0
2017-09-07,2017-09-07,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-06,2017-09-06,2,0.0562,0,0,0,0,0,0,0,0,0,0
2017-09-05,2017-09-05,2,0.49355000000000004,0,0,0,0,0,0,0,0,0,0
2017-09-04,2017-09-04,2,0.0,0,0,0,0,0,0,0,0,0,0
2017-09-03,2017-09-03,3,0.15246666666666667,0,0,0,0,0,0,0,0,0,0
2017-09-02,2017-09-02,1,-0.5423,0,0,0,0,0,0,0,0,0,0
2017-08-31,2017-08-31,3,-0.17073333333333332,0,0,0,0,0,0,0,0,0,0
2017-08-30,2017-08-30,1,0.5106,0,0,0,0,0,0,0,0,0,0
2017-08-28,2017-08-28,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-08-25,2017-08-25,1,0.9062,0,0,0,0,0,0,0,0,0,0
2017-08-23,2017-08-23,1,0.0,0,0,0,0,0,0,0,0,0,0
2017-08-21,2017-08-21,1,-0.4215,0,0,0,0,0,0,0,0,0,0
2017-08-18,2017-08-18,2,0.1366,0,0,0,0,0,0,0,0,0,0
